eng,tamil,pronunciation,synonym
like,போலவே,Pōlavē,"alike, corresponding, like, the_like, similar, wish, ilk, same, the_likes_of, comparable, care"
likely,வாய்ப்பு,Vāyppu,"likely, belike, probable, in_all_probability, potential, probably, in_all_likelihood"
limit,அளவு,Aḷavu,"limitation, restrain, circumscribe, bound, limit_point, trammel, terminal_point, demarcation, point_of_accumulation, restrict, throttle, determine, fix, set, confine, boundary, specify, limit, demarcation_line, terminus_ad_quem, define"
limitation,வரம்பு,Varampu,"limitation, limit, restriction"
limited,வரையறுக்கப்பட்ட,Varaiyaṟukkappaṭṭa,"modified, fix, express, trammel, set, confine, special, restrain, specify, circumscribe, limited, define, limit, restrict, circumscribed, throttle, bound, determine"
line,வரி,Vari,"pedigree, run_along, business_line, line_of_descent, telephone_circuit, short_letter, argument, argumentation, billet, railway_line, describe, dividing_line, subscriber_line, blood_line, strain, descent, draw, delineate, air, product_line, demarcation, communication_channel, line_of_products, trace, pipeline, line, crease, crinkle, telephone_line, line_of_business, contrast, line_of_merchandise, melodic_phrase, assembly_line, parentage, rail_line, wrinkle, bank_line, furrow, bloodline, lineage, line_of_work, occupation, note, cable, agate_line, ancestry, tune, line_of_credit, melody, business, seam, course, production_line, logical_argument, credit_line, line_of_reasoning, blood, origin, job, phone_line, personal_line_of_credit, stemma, transmission_line, stock, personal_credit_line, channel, melodic_line"
link,இணைப்பு,Iṇaippu,"inter-group_communication, yoke, nexus, connectedness, connection, radio_link, join, tie-in, tie_in, link_up, unite, connect, connexion, data_link, colligate, relate, associate, contact, liaison, link, linkup, tie"
lip,உதடு,Utaṭu,"lip, rim, sassing, sass, backtalk, back_talk, mouth, brim"
list,பட்டியல்,Paṭṭiyal,"list, leaning, number, tilt, inclination, name, heel, lean, listing"
listen,கேளுங்கள்,Kēḷuṅkaḷ,"take_heed, hear, listen, mind, heed"
literally,உண்மையாகவே,Uṇmaiyākavē,literally
literary,இலக்கியம்,Ilakkiyam,literary
literature,இலக்கியம்,Ilakkiyam,"literature, lit"
little,சிறிது,Ciṟitu,"slight, minuscule, lilliputian, fiddling, petty, piddling, footling, niggling, picayune, trivial, little, small, short, piffling"
live,நேரடி,Nēraṭi,"alive, know, resilient, survive, go, unrecorded, endure, live_on, hold_out, live, bouncy, be, hold_up, experience, springy, subsist, inhabit, hot, populate, lively, dwell, exist, last"
living,வாழ்க்கை,Vāḻkkai,"animation, sustenance, know, survive, go, living, endure, live_on, hold_out, keep, aliveness, live, be, hold_up, experience, surviving, inhabit, life, subsist, bread_and_butter, livelihood, populate, support, dwell, exist, last"
load,சுமை,Cumai,"lode, dilute, payload, shipment, laden, burden, loading, encumbrance, consignment, load, incumbrance, warhead, stretch, adulterate, lade, onus, cargo, lading, freight, debase, charge, load_up"
loan,கடன்,Kaṭaṉ,"loan, loanword, lend"
local,உள்ளூர்,Uḷḷūr,"topical_anesthetic, local, topical_anaesthetic, local_anesthetic, local_anaesthetic"
locate,கண்டுபிடிக்க,Kaṇṭupiṭikka,"place, settle, locate, site, turn_up, situate"
location,இருப்பிடம்,Iruppiṭam,"localization, fix, placement, locating, positioning, position, location, localisation, emplacement"
lock,பூட்டு,Pūṭṭu,"engage, ringlet, curl, whorl, put_away, interlace, mesh, lock_chamber, shut_away, lock_away, interlock, operate, shut_up, lock_in, lock, lock_up, ignition_lock"
long,நீண்ட,Nīṇṭa,"foresighted, yearn, foresightful, long, retentive, prospicient, farsighted, tenacious, farseeing, hanker, longsighted, recollective"
long-term,நீண்ட கால,Nīṇṭa kāla,"long-run, semipermanent, long-term"
look,பார்,Pār,"facial_expression, appear, flavour, attend, feeling, expect, aspect, looking_at, look, reckon, seem, face, looking, feel, take_care, flavor, search, front, see, depend, wait, spirit, bet, tone, count, await, calculate, expression, smell"
loose,தளர்வான,Taḷarvāṉa,"at_large, liberal, idle, wanton, unaffixed, liberate, loosen, sluttish, unloose, loose, escaped, lax, promiscuous, let_loose, on_the_loose, slack, release, unleash, light, informal, open, relax, unloosen, easy, free"
lose,இழக்க,Iḻakka,"recede, miss, mislay, fall_back, lose, suffer, turn_a_loss, fall_behind, drop_off, misplace"
loss,இழப்பு,Iḻappu,"exit, going, red, loss, release, red_ink, passing, expiration, personnel_casualty, departure, deprivation"
lost,இழந்தது,Iḻantatu,"missed, helpless, befuddled, lost, mazed, confounded, deep_in_thought, disoriented, fall_back, turn_a_loss, bemused, drop_off, at_sea, mislay, doomed, confused, suffer, fall_behind, bewildered, lose, recede, baffled, miss, mixed-up, preoccupied, misplace"
lot,நிறைய,Niṟaiya,"quite_a_little, fortune, wad, spate, circumstances, bunch, pot, deal_out, shell_out, allot, mess, dole_out, portion, muckle, mint, plenty, great_deal, band, luck, heap, slew, draw, destiny, mountain, mete_out, Lot, tidy_sum, circle, distribute, peck, administer, caboodle, parcel_out, mass, fate, sight, passel, set, hatful, dispense, batch, good_deal, stack, deal, lot, mickle, dish_out, raft, pile, flock"
lots,நிறைய,Niṟaiya,"quite_a_little, piles, fortune, a_lot, wad, spate, gobs, circumstances, pot, bunch, shell_out, deal_out, mess, allot, dole_out, portion, muckle, mint, plenty, great_deal, band, luck, heap, slew, draw, dozens, destiny, tons, mountain, very_much, mete_out, Lot, tidy_sum, circle, distribute, peck, lashings, administer, caboodle, parcel_out, oodles, mass, fate, sight, scores, passel, heaps, wads, set, hatful, dispense, slews, lots, batch, a_great_deal, loads, good_deal, much, stack, deal, scads, lot, mickle, dish_out, raft, rafts, pile, a_good_deal, flock, stacks"
loud,உரத்த,Uratta,"trashy, cheap, gimcrack, loud, meretricious, aloud, garish, brassy, flash, tacky, tatty, tawdry, gaudy, forte, loudly, flashy"
love,காதல்,Kātal,"be_intimate, have_a_go_at_it, know, sleep_with, enjoy, screw, fuck, have_sex, bed, get_it_on, make_out, honey, lie_with, bang, love, roll_in_the_hay, sleep_together, lovemaking, eff, dearest, passion, have_intercourse, making_love, do_it, have_it_away, jazz, make_love, erotic_love, bonk, get_laid, beloved, love_life, have_it_off, hump, sexual_love, dear"
lovely,அழகான,Aḻakāṉa,"cover_girl, pin-up, endearing, adorable, lovely"
lover,லவர்,Lavar,"devotee, lover, fan, buff"
low,குறைந்த,Kuṟainta,"gloomy, low, first, scummy, grim, low-pitched, small, crushed, modest, blue, Low, downcast, down, low-spirited, humbled, broken, dispirited, abject, low-down, humiliated, depression, lowly, scurvy, first_gear, down_in_the_mouth, Sir_David_Low, low_gear, miserable, low-toned, moo, depleted, downhearted, David_Low, Sir_David_Alexander_Cecil_Low, depressed, humble"
lower,குறைந்த,Kuṟainta,"gloomy, low, depress, scummy, grim, lower, low-pitched, crushed, modest, blue, downcast, down, low-spirited, humbled, broken, dispirited, take_down, frown, abject, low-down, humiliated, lowly, scurvy, turn_down, bring_down, down_in_the_mouth, lour, miserable, lower_berth, low-toned, get_down, depleted, glower, downhearted, let_down, small, depressed, humble"
luck,அதிர்ஷ்டம்,Atirṣṭam,"fortune, lot, circumstances, destiny, chance, portion, hazard, luck, fate"
lucky,லக்கி,Lakki,"golden, favourable, prosperous, favorable, lucky"
lunch,மதிய உணவு,Matiya uṇavu,"tiffin, luncheon, lunch, dejeuner"
lung,நுரையீரல்,Nuraiyīral,lung
machine,இயந்திரம்,Iyantiram,"simple_machine, car, political_machine, motorcar, auto, machine, automobile"
mad,பைத்தியம்,Paittiyam,"sore, excited, mad, disturbed, frantic, insane, delirious, brainsick, crazy, unhinged, harebrained, unbalanced, sick, demented, unrestrained, huffy"
magazine,பத்திரிகை,Pattirikai,"magazine, cartridge, cartridge_clip, mag, magazine_publisher, powder_magazine, powder_store, cartridge_holder, clip"
mail,அஞ்சல்,Añcal,"ring_armour, post, chain_mail, mail_service, send, chain_armour, chain_armor, mail, ring_armor, get_off, ring_mail, postal_service"
main,முக்கிய,Mukkiya,"independent, primary, master, main, principal, briny, chief"
mainly,முக்கியமாக,Mukkiyamāka,"chiefly, mainly, in_the_main, principally, primarily"
maintain,பராமரிக்க,Parāmarikka,"preserve, sustain, keep, exert, keep_up, assert, maintain, uphold, asseverate, hold, defend, conserve, wield, observe"
maintenance,பராமரிப்பு,Parāmarippu,"alimony, sustainment, sustenance, criminal_maintenance, upkeep, sustentation, maintenance, care"
major,மேஜர்,Mējar,"John_Roy_Major, John_Major, major, Major, John_R._Major"
majority,பெரும்பான்மை,Perumpāṉmai,"legal_age, majority, absolute_majority, bulk"
make,செய்ய,Ceyya,"build, brand, take, have, hit, earn, relieve_oneself, produce, spend_a_penny, clear, take_in, make_believe, lay_down, shuffle, micturate, shit, draw, get_to, arrive_at, make_up, pass_water, cause, name, do, throw, urinate, work, seduce, make_water, constitute, establish, fix, realise, defecate, wee, gain, piss, form, induce, hold, score, take_a_crap, take_a_leak, make, shuffling, reach, progress_to, cook, wee-wee, pretend, stimulate, ca-ca, bring_in, stool, get, crap, nominate, piddle, create, realize, give, take_a_shit, pull_in, pee-pee, pee, puddle, ready, construct, prepare, attain"
maker,தயாரிப்பாளர்,Tayārippāḷar,"shaper, Maker, Godhead, Jehovah, God_Almighty, manufacturer, Divine, Creator, Lord, maker, Almighty, manufacturing_business"
makeup,ஒப்பனை,Oppaṉai,"physical_composition, constitution, makeup, composition, make-up, war_paint"
male,ஆண்,Āṇ,"virile, male_person, male, manlike, manful, Male, manly"
mall,மால்,Māl,"shopping_center, shopping_centre, promenade, mall, plaza, shopping_mall, center"
man,மனிதன்,Maṉitaṉ,"adult_male, humanity, valet, Man, ""gentlemans_gentleman"", humankind, homo, Isle_of_Man, human_beings, human, valet_de_chambre, serviceman, human_race, mankind, humans, man, human_being, gentleman, piece, military_personnel, military_man, world"
manage,நிர்வகி,Nirvaki,"negociate, oversee, wangle, finagle, care, pull_off, contend, supervise, do, superintend, make_out, get_by, make_do, carry_off, bring_off, grapple, wield, deal, cope, manage, handle"
management,மேலாண்மை,Mēlāṇmai,"direction, management"
manager,மேலாளர்,Mēlāḷar,"handler, coach, manager, managing_director, director"
manner,முறையில்,Muṟaiyil,"fashion, style, mode, way, manner, personal_manner"
manufacturer,உற்பத்தியாளர்,Uṟpattiyāḷar,"manufacturer, producer, maker, manufacturing_business"
manufacturing,உற்பத்தி,Uṟpatti,"fabricate, make_up, fabrication, manufacturing, invent, cook_up, manufacture, construct"
many,பல,Pala,many
map,map.,Map.,"represent, map_out, single-valued_function, mapping, function, map, mathematical_function"
margin,விளிம்பு,Viḷimpu,"border, perimeter, leeway, tolerance, security_deposit, margin, allowance, gross_profit, gross_profit_margin"
mark,மார்க்,Mārk,"marking, scratch, sucker, brand, tag, commemorate, gull, crisscross, stigma, St._Mark, tick_off, label, scar, ""bulls_eye"", grade, mug, differentiate, chump, home_run, print, tick, punctuate, notice, Saint_Mark, Deutschmark, scrape, marker, mark_off, pit, note, sign, set, stigmatize, cross_off, stain, German_mark, fool, strike_out, strike_off, score, cross_out, mark, bell_ringer, distinguish, check_off, patsy, fall_guy, Mark, target, Deutsche_Mark, soft_touch, denounce, stigmatise, cross, pock, check, nock, Gospel_According_to_Mark"
market,சந்தை,Cantai,"grocery_store, mart, market, grocery, securities_industry, commercialize, market_place, commercialise, food_market, marketplace"
marketing,மார்க்கெட்டிங்,Mārkkeṭṭiṅ,"market, commercialize, merchandising, marketing, commercialise, selling"
marriage,திருமணம்,Tirumaṇam,"married_couple, matrimony, union, wedlock, spousal_relationship, wedding, man_and_wife, marriage_ceremony, marriage"
married,திருமணம்,Tirumaṇam,"marital, splice, wed, get_married, marry, matrimonial, hook_up_with, conjoin, tie, married, espouse, get_hitched_with"
marry,திருமணம்,Tirumaṇam,"splice, wed, get_married, marry, hook_up_with, conjoin, tie, get_hitched_with, espouse"
mask,மாஸ்க்,Māsk,"mask, block_out, dissemble, masquerade, cloak, masquerade_party, masque, disguise"
mass,நிறை,Niṟai,"quite_a_little, wad, spate, masses, pot, mess, muckle, mint, plenty, great_deal, heap, the_great_unwashed, slew, mountain, hoi_polloi, tidy_sum, peck, aggregated, bulk, people, mass, sight, passel, hatful, aggregative, batch, aggregate, volume, good_deal, stack, deal, lot, mickle, Mass, multitude, raft, pile, flock"
